quarter,supplier_name,avg_negotiated_price,avg_price_charged,avg_savings_per_unit
2025-01-01 00:00:00+05:30,Dennis Inc,198.5233333333333333,127.1683333333333333,71.3550000000000000
2024-01-01 00:00:00+05:30,Clark PLC,190.7050000000000000,29.7925000000000000,160.9125000000000000
2024-07-01 00:00:00+05:30,Anderson Group,180.1125000000000000,59.8875000000000000,120.2250000000000000
2024-01-01 00:00:00+05:30,Burton Ltd,197.2500000000000000,6.0300000000000000,191.2200000000000000
2025-01-01 00:00:00+05:30,"Lee, Jones and Stanley",189.4950000000000000,53.0316666666666667,136.4633333333333333
2025-01-01 00:00:00+05:30,Wyatt Inc,203.2900000000000000,339.8600000000000000,-136.5700000000000000
2025-07-01 00:00:00+05:30,"Romero, Gonzalez and Brooks",198.8600000000000000,29.3457142857142857,169.5142857142857143
2025-07-01 00:00:00+05:30,"Guzman, Hoffman and Baldwin",200.8128571428571429,68.8357142857142857,131.9771428571428571
2024-01-01 00:00:00+05:30,"Brown, James and Ferrell",188.3900000000000000,245.9500000000000000,-57.5600000000000000
2024-10-01 00:00:00+05:30,Smith-Hickman,192.2200000000000000,42.1772727272727273,150.0427272727272727
2026-01-01 00:00:00+05:30,"Reid, Ferguson and Sanchez",185.7066666666666667,440.8911111111111111,-255.1844444444444444
2025-04-01 00:00:00+05:30,Robinson-Lawrence,189.4000000000000000,129.1142857142857143,60.2857142857142857
2024-04-01 00:00:00+05:30,Brown PLC,204.6900000000000000,469.4237500000000000,-264.7337500000000000
2025-10-01 00:00:00+05:30,"Romero, Gonzalez and Brooks",198.8600000000000000,43.9733333333333333,154.8866666666666667
2025-07-01 00:00:00+05:30,Brown PLC,204.6900000000000000,343.0269230769230769,-138.3369230769230769
2024-01-01 00:00:00+05:30,Rios Group,202.6800000000000000,5.7250000000000000,196.9550000000000000
2024-04-01 00:00:00+05:30,"Rodriguez, Figueroa and Sanchez",177.5200000000000000,330.7800000000000000,-153.2600000000000000
2025-01-01 00:00:00+05:30,"Gill, Romero and Rodriguez",179.4325000000000000,294.0962500000000000,-114.6637500000000000
2026-01-01 00:00:00+05:30,Clark PLC,187.8185714285714286,337.9885714285714286,-150.1700000000000000
2025-10-01 00:00:00+05:30,Chavez-Flowers,203.2900000000000000,229.1514285714285714,-25.8614285714285714
2024-04-01 00:00:00+05:30,Burton Ltd,197.2500000000000000,316.5100000000000000,-119.2600000000000000
2024-01-01 00:00:00+05:30,Davis-Williams,191.0100000000000000,243.9066666666666667,-52.8966666666666667
2024-01-01 00:00:00+05:30,"Baker, Richards and Hurst",188.3900000000000000,57.0933333333333333,131.2966666666666667
2024-07-01 00:00:00+05:30,Wyatt Inc,203.2900000000000000,217.3880000000000000,-14.0980000000000000
2024-10-01 00:00:00+05:30,Clark PLC,190.4250000000000000,251.4530000000000000,-61.0280000000000000
2025-10-01 00:00:00+05:30,Davis-Williams,192.1715384615384615,165.4692307692307692,26.7023076923076923
2025-04-01 00:00:00+05:30,"Guzman, Hoffman and Baldwin",198.3200000000000000,77.8886666666666667,120.4313333333333333
2026-01-01 00:00:00+05:30,Blair PLC,197.2500000000000000,47.8500000000000000,149.4000000000000000
2026-01-01 00:00:00+05:30,Brown PLC,204.6900000000000000,124.1100000000000000,80.5800000000000000
2025-07-01 00:00:00+05:30,Miller-Carter,180.7400000000000000,274.3814285714285714,-93.6414285714285714
2025-04-01 00:00:00+05:30,Trujillo Group,181.9500000000000000,137.2850000000000000,44.6650000000000000
2026-01-01 00:00:00+05:30,"Lee, Jones and Stanley",179.3755555555555556,72.0600000000000000,107.3155555555555556
2025-01-01 00:00:00+05:30,"Romero, Gonzalez and Brooks",198.8600000000000000,31.8383333333333333,167.0216666666666667
2024-10-01 00:00:00+05:30,Maddox-Valencia,191.8100000000000000,146.9266666666666667,44.8833333333333333
2024-10-01 00:00:00+05:30,"Le, Maldonado and Herrera",187.8714285714285714,148.5400000000000000,39.3314285714285714
2025-01-01 00:00:00+05:30,Robinson-Bright,191.8488235294117647,162.9911764705882353,28.8576470588235294
2025-10-01 00:00:00+05:30,"Lee, Jones and Stanley",196.5007692307692308,104.8392307692307692,91.6615384615384615
2024-07-01 00:00:00+05:30,"Ashley, Nielsen and Sellers",196.8400000000000000,68.1605263157894737,128.6794736842105263
2024-04-01 00:00:00+05:30,Trujillo Group,181.9500000000000000,78.5712500000000000,103.3787500000000000
2025-10-01 00:00:00+05:30,Trujillo Group,181.9500000000000000,141.1500000000000000,40.8000000000000000
2024-04-01 00:00:00+05:30,Smith-Hickman,192.2200000000000000,42.9309090909090909,149.2890909090909091
2024-07-01 00:00:00+05:30,"Baker, Richards and Hurst",186.3381250000000000,114.3293750000000000,72.0087500000000000
2026-01-01 00:00:00+05:30,Wolfe LLC,202.3325000000000000,178.9531250000000000,23.3793750000000000
2025-10-01 00:00:00+05:30,Rios Group,202.6800000000000000,160.4300000000000000,42.2500000000000000
