delivery_id,po_id,delivery_date,delivered_qty,quality_status
784,614,2025-03-21,231,Accepted
785,615,2024-12-30,51,Accepted
786,616,2024-04-01,89,Rejected
787,616,2024-04-07,89,Partial
788,617,2025-08-30,46,Accepted
789,618,2025-11-20,280,Accepted
790,619,2025-06-21,204,Partial
791,620,2025-10-29,77,Accepted
792,621,2025-10-11,466,Accepted
793,622,2025-08-30,228,Rejected
794,623,2025-01-14,112,Partial
795,624,2024-03-22,105,Accepted
796,624,2024-03-31,105,Accepted
797,625,2024-01-26,110,Accepted
798,626,2024-07-03,9,Accepted
799,626,2024-06-26,9,Accepted
800,627,2024-12-23,452,Accepted
801,628,2025-08-01,354,Rejected
802,629,2024-12-15,422,Accepted
803,630,2024-03-05,153,Rejected
804,630,2024-02-24,154,Rejected
805,631,2024-06-28,12,Partial
806,632,2026-01-09,326,Accepted
807,633,2026-01-18,68,Accepted
808,634,2024-10-27,191,Accepted
809,635,2025-08-27,237,Accepted
810,635,2025-08-24,238,Rejected
811,636,2025-07-14,405,Accepted
812,637,2025-12-18,334,Accepted
813,638,2025-11-19,459,Partial
814,639,2025-05-15,129,Accepted
815,640,2024-11-07,343,Accepted
816,641,2025-05-06,382,Accepted
817,642,2024-09-29,416,Partial
818,643,2024-10-21,151,Rejected
819,644,2025-04-19,260,Accepted
820,645,2025-04-08,445,Accepted
821,646,2025-03-31,443,Rejected
822,647,2024-11-22,261,Accepted
823,648,2024-11-20,72,Partial
824,648,2024-11-28,72,Partial
825,649,2024-02-17,96,Accepted
826,649,2024-02-20,96,Accepted
827,650,2025-05-10,200,Accepted
828,651,2025-04-09,242,Accepted
829,652,2026-01-01,187,Partial
830,653,2025-01-29,132,Accepted
831,654,2025-01-29,245,Rejected
832,654,2025-01-18,246,Accepted
833,655,2024-03-14,301,Accepted
834,656,2024-06-03,301,Accepted
835,657,2024-09-17,49,Partial
836,657,2024-10-01,49,Partial
837,657,2024-10-08,51,Accepted
838,658,2024-11-08,125,Partial
839,659,2024-11-02,119,Accepted
840,660,2024-10-29,125,Partial
841,661,2025-07-26,116,Accepted
842,661,2025-08-12,116,Accepted
843,662,2024-05-13,347,Partial
844,663,2024-09-19,281,Accepted
845,664,2024-05-14,164,Accepted
846,664,2024-05-12,164,Accepted
847,665,2024-09-08,281,Accepted
848,666,2025-06-18,428,Partial
849,667,2024-02-19,459,Partial
850,668,2024-09-28,116,Accepted
851,669,2024-02-26,31,Partial
852,670,2026-01-07,408,Accepted
853,671,2025-08-12,365,Accepted
854,672,2024-08-11,248,Accepted
855,673,2024-06-29,210,Rejected
856,673,2024-07-01,211,Rejected
857,674,2024-04-14,308,Partial
858,675,2025-01-14,22,Accepted
859,676,2025-08-01,161,Partial
860,677,2025-03-27,443,Partial
861,678,2025-11-08,141,Accepted
862,678,2025-11-06,141,Accepted
863,679,2024-10-23,483,Accepted
864,680,2024-08-17,387,Accepted
865,681,2025-01-27,354,Accepted
866,682,2024-07-11,88,Accepted
867,683,2026-01-20,245,Accepted
868,683,2026-01-11,245,Partial
869,684,2024-06-02,154,Rejected
870,685,2025-02-03,310,Accepted
871,686,2025-03-11,361,Accepted
872,687,2024-02-29,35,Accepted
873,688,2025-02-03,213,Accepted
874,689,2025-01-16,419,Accepted
875,690,2024-07-12,347,Accepted
876,691,2024-04-13,95,Accepted
877,691,2024-04-26,95,Accepted
878,691,2024-05-05,95,Rejected
879,692,2024-03-08,44,Accepted
880,692,2024-03-23,44,Partial
881,693,2024-02-11,346,Accepted
882,694,2025-01-21,234,Accepted
883,694,2025-01-23,234,Rejected
884,695,2024-05-01,385,Accepted
885,696,2025-12-17,62,Accepted
886,697,2024-07-24,225,Rejected
887,698,2025-05-19,465,Accepted
888,699,2025-06-19,486,Accepted
889,700,2025-01-17,422,Partial
890,701,2025-12-01,68,Rejected
891,701,2025-11-17,68,Accepted
892,702,2024-05-04,387,Rejected
893,703,2024-07-17,116,Partial
894,704,2024-07-26,298,Rejected
895,705,2024-05-19,470,Rejected
896,706,2024-09-06,255,Rejected
897,707,2024-09-22,361,Accepted
898,708,2025-09-01,11,Partial
899,708,2025-08-26,11,Rejected
900,708,2025-08-28,11,Accepted
901,709,2024-09-15,114,Accepted
902,709,2024-09-13,114,Accepted
903,710,2025-11-07,36,Partial
904,711,2025-08-19,448,Accepted
905,712,2025-11-06,45,Partial
906,712,2025-11-18,46,Accepted
907,713,2024-04-09,141,Accepted
908,714,2026-01-30,94,Accepted
909,715,2025-05-08,19,Accepted
910,716,2026-01-23,45,Accepted
911,717,2024-11-01,166,Accepted
912,718,2025-12-30,153,Partial
913,719,2025-03-14,222,Accepted
914,720,2024-03-04,36,Rejected
915,721,2024-11-01,458,Rejected
916,722,2024-05-16,366,Accepted
917,723,2025-12-18,77,Accepted
918,724,2024-10-09,220,Accepted
919,725,2024-06-17,352,Accepted
920,726,2025-03-05,29,Accepted
921,727,2024-11-29,217,Accepted
922,728,2024-04-27,206,Accepted
923,729,2025-08-29,368,Rejected
924,730,2025-10-21,478,Accepted
925,731,2025-07-18,164,Partial
926,731,2025-07-24,164,Partial
927,731,2025-08-07,164,Accepted
928,732,2025-04-26,287,Accepted
929,733,2024-11-12,158,Accepted
930,734,2025-03-03,281,Accepted
931,735,2025-02-10,76,Accepted
932,735,2025-02-24,76,Accepted
933,735,2025-02-25,77,Accepted
934,736,2024-06-01,148,Rejected
935,737,2024-04-13,93,Partial
936,737,2024-04-26,93,Accepted
937,737,2024-04-10,95,Accepted
938,738,2024-07-21,186,Accepted
939,739,2025-01-05,74,Partial
940,739,2025-01-19,74,Rejected
941,740,2024-05-16,322,Accepted
942,741,2024-05-04,27,Rejected
943,742,2025-10-25,433,Partial
944,743,2024-11-17,133,Accepted
945,744,2025-04-02,148,Accepted
946,745,2025-03-03,86,Accepted
947,745,2025-03-03,86,Accepted
948,746,2025-07-28,351,Accepted
949,747,2025-07-24,194,Accepted
950,748,2024-09-25,109,Rejected
951,749,2025-10-11,391,Accepted
952,750,2024-11-05,188,Accepted
953,751,2025-10-07,225,Rejected
954,751,2025-10-23,226,Accepted
955,752,2024-11-25,394,Accepted
956,753,2024-05-01,249,Rejected
957,753,2024-04-24,249,Accepted
958,754,2025-08-18,344,Partial
959,755,2024-03-02,108,Accepted
960,756,2025-08-04,143,Accepted
961,757,2024-02-23,103,Partial
962,757,2024-02-22,104,Accepted
963,758,2024-07-26,163,Rejected
964,758,2024-07-07,163,Accepted
965,758,2024-07-25,163,Partial
966,759,2025-04-12,81,Accepted
967,759,2025-04-16,81,Accepted
968,760,2025-12-15,68,Partial
969,760,2025-12-24,68,Accepted
970,761,2024-11-25,367,Partial
971,762,2024-04-30,410,Rejected
972,763,2024-07-03,353,Accepted
973,764,2025-11-09,82,Accepted
974,765,2025-07-22,23,Accepted
975,766,2024-04-20,410,Rejected
976,767,2024-10-20,227,Accepted
977,768,2024-07-29,176,Partial
978,769,2024-05-30,73,Accepted
979,770,2025-11-10,65,Accepted
980,770,2025-11-08,66,Accepted
981,771,2025-05-09,228,Accepted
982,772,2024-06-19,95,Partial
983,773,2025-05-22,182,Rejected
984,774,2024-11-19,23,Rejected
985,774,2024-11-27,23,Accepted
986,775,2024-02-22,467,Partial
987,776,2025-01-04,472,Rejected
988,777,2024-05-28,57,Accepted
989,778,2024-07-12,48,Accepted
990,779,2025-10-27,457,Accepted
991,780,2025-07-08,171,Accepted
992,781,2024-05-07,117,Rejected
993,781,2024-04-24,118,Accepted
994,782,2025-10-13,21,Rejected
995,783,2025-03-26,316,Rejected
996,784,2025-10-21,218,Partial
997,784,2025-10-24,219,Accepted
998,785,2025-08-06,170,Rejected
999,786,2024-10-14,104,Accepted
1000,787,2025-02-14,115,Partial
1001,788,2025-03-03,80,Partial
1002,788,2025-03-21,80,Accepted
1003,789,2025-06-24,81,Accepted
1004,789,2025-07-17,81,Accepted
1005,789,2025-07-05,81,Accepted
1006,790,2024-08-03,194,Accepted
1007,791,2024-10-17,5,Accepted
1008,791,2024-10-07,5,Rejected
1009,792,2024-07-30,30,Rejected
1010,793,2024-09-04,75,Accepted
1011,794,2024-05-22,291,Accepted
1012,795,2024-02-28,173,Partial
1013,796,2025-12-21,188,Accepted
1014,797,2024-03-11,185,Partial
1015,798,2025-10-18,204,Accepted
1016,798,2025-10-23,204,Accepted
1017,799,2024-02-04,6,Partial
1018,799,2024-02-13,6,Accepted
1019,800,2025-08-21,378,Accepted
1020,801,2024-10-22,361,Partial
1021,802,2025-02-08,471,Rejected
1022,803,2024-09-09,14,Accepted
1023,804,2025-01-09,291,Accepted
1024,805,2025-01-04,199,Partial
1025,806,2025-02-14,243,Rejected
1026,807,2024-11-18,179,Rejected
1027,807,2024-11-14,179,Rejected
1028,808,2025-03-13,121,Accepted
1029,809,2025-10-05,113,Partial
1030,809,2025-10-11,114,Accepted
1031,810,2024-12-01,440,Partial
1032,811,2024-11-01,46,Partial
1033,811,2024-10-20,47,Accepted
1034,812,2024-05-01,338,Accepted
1035,813,2024-10-30,125,Accepted
1036,813,2024-10-29,125,Partial
1037,814,2024-05-15,131,Rejected
1038,814,2024-05-14,131,Partial
1039,814,2024-05-14,132,Rejected
1040,815,2024-06-28,294,Accepted
1041,816,2026-01-01,74,Accepted
1042,817,2024-03-30,369,Rejected
1043,818,2025-01-14,393,Accepted
1044,819,2025-10-03,35,Accepted
1045,819,2025-10-19,36,Partial
1046,820,2026-01-03,223,Accepted
1047,820,2025-12-23,224,Accepted
1048,821,2024-06-09,345,Accepted
1049,822,2024-06-28,98,Rejected
1050,822,2024-06-18,98,Accepted
1051,822,2024-06-30,98,Accepted
1052,823,2024-10-23,421,Rejected
1053,824,2025-03-30,198,Accepted
1054,825,2026-01-12,61,Accepted
1055,826,2024-06-27,276,Partial
1056,827,2024-06-14,451,Accepted
1057,828,2024-07-07,88,Accepted
1058,828,2024-07-16,88,Accepted
1059,828,2024-08-02,89,Accepted
1060,829,2025-10-22,210,Partial
1061,829,2025-11-14,211,Accepted
1062,830,2024-02-17,83,Partial
1063,830,2024-03-02,83,Partial
1064,831,2024-11-03,262,Rejected
1065,832,2024-05-11,384,Rejected
1066,833,2024-06-13,402,Accepted
1067,834,2025-12-27,81,Accepted
1068,834,2025-12-31,81,Accepted
1069,835,2024-02-20,149,Partial
1070,835,2024-02-24,149,Rejected
1071,835,2024-02-23,150,Partial
1072,836,2024-09-25,13,Accepted
1073,836,2024-09-28,13,Rejected
1074,836,2024-10-05,15,Accepted
1075,837,2025-12-09,395,Partial
1076,838,2025-03-29,467,Accepted
1077,839,2024-03-11,153,Accepted
1078,840,2024-12-16,80,Accepted
1079,841,2025-12-21,130,Accepted
1080,842,2024-11-23,212,Accepted
1081,843,2025-03-10,375,Rejected
1082,844,2025-02-24,167,Partial
1083,845,2025-05-18,364,Accepted
1084,846,2024-06-10,73,Accepted
1085,847,2025-11-01,409,Accepted
1086,848,2026-02-06,176,Accepted
1087,849,2024-05-10,306,Accepted
1088,850,2025-10-02,102,Accepted
1089,850,2025-09-29,102,Accepted
1090,850,2025-10-02,102,Accepted
1091,851,2025-09-18,366,Accepted
1092,852,2025-08-10,409,Accepted
1093,853,2024-11-09,266,Accepted
1094,854,2024-12-29,46,Accepted
1095,854,2025-01-02,46,Rejected
1096,854,2025-01-21,47,Rejected
1097,855,2025-10-27,33,Partial
1098,855,2025-10-29,33,Accepted
1099,856,2024-06-13,131,Accepted
1100,857,2025-10-06,156,Partial
1101,858,2025-11-26,151,Partial
1102,858,2025-11-14,151,Partial
1103,858,2025-11-26,153,Rejected
1104,859,2025-06-12,194,Accepted
1105,860,2024-10-07,20,Rejected
1106,860,2024-09-28,20,Partial
1107,860,2024-10-05,21,Partial
1108,861,2025-03-08,480,Rejected
1109,862,2024-02-27,248,Accepted
1110,863,2025-12-13,130,Accepted
1111,863,2026-01-04,131,Accepted
1112,864,2024-09-10,150,Partial
1113,865,2024-02-29,414,Accepted
1114,866,2025-09-20,283,Rejected
1115,867,2025-05-03,244,Accepted
1116,868,2025-04-14,110,Accepted
1117,869,2024-03-18,251,Accepted
1118,870,2025-08-25,240,Accepted
1119,870,2025-09-01,240,Accepted
1120,871,2025-05-01,272,Rejected
1121,872,2025-09-05,58,Accepted
1122,872,2025-09-21,59,Partial
1123,873,2025-10-04,77,Rejected
1124,874,2024-07-02,160,Accepted
1125,874,2024-07-10,161,Accepted
1126,875,2024-07-22,480,Partial
1127,876,2025-12-01,326,Accepted
1128,877,2025-03-09,157,Accepted
1129,878,2024-12-05,60,Partial
1130,879,2024-08-17,496,Partial
1131,880,2025-05-14,121,Accepted
1132,881,2025-09-01,419,Accepted
1133,882,2024-02-19,447,Accepted
1134,883,2025-03-04,190,Accepted
1135,884,2026-02-14,16,Accepted
1136,884,2026-02-17,16,Accepted
1137,885,2024-08-31,337,Rejected
1138,886,2024-08-19,87,Accepted
1139,887,2025-10-24,150,Partial
1140,888,2024-03-13,32,Accepted
1141,889,2024-11-15,342,Accepted
1142,890,2025-01-11,255,Partial
1143,891,2025-09-02,336,Accepted
1144,892,2024-05-06,475,Accepted
1145,893,2024-12-28,482,Accepted
1146,894,2024-05-25,468,Accepted
1147,895,2025-08-21,34,Partial
1148,895,2025-08-07,34,Accepted
1149,896,2025-05-07,254,Accepted
1150,897,2025-02-02,99,Accepted
1151,897,2025-02-08,100,Rejected
1152,898,2024-11-27,274,Rejected
1153,899,2024-05-24,261,Rejected
1154,900,2025-12-18,75,Accepted
1155,901,2025-05-27,84,Partial
1156,902,2024-09-12,190,Accepted
1157,903,2024-12-31,190,Accepted
1158,904,2025-07-05,207,Accepted
1159,905,2025-07-21,269,Accepted
1160,906,2025-01-06,46,Accepted
1161,906,2024-12-20,46,Rejected
1162,906,2025-01-07,48,Accepted
1163,907,2024-09-21,193,Accepted
1164,907,2024-09-29,194,Partial
1165,908,2025-05-17,333,Accepted
1166,909,2025-05-12,126,Accepted
1167,910,2025-04-10,82,Accepted
1168,910,2025-04-02,82,Accepted
1169,910,2025-04-04,84,Partial
1170,911,2024-03-09,230,Accepted
1171,911,2024-03-11,230,Partial
1172,912,2024-12-26,407,Partial
1173,913,2025-04-04,62,Partial
1174,914,2025-12-22,50,Accepted
1175,915,2025-02-09,128,Accepted
1176,916,2024-10-07,17,Accepted
1177,917,2025-03-08,41,Partial
1178,918,2024-06-13,214,Accepted
1179,919,2024-04-03,442,Accepted
1180,920,2025-06-19,304,Partial
1181,921,2026-02-11,283,Accepted
1182,922,2025-09-28,271,Partial
1183,923,2025-03-20,346,Rejected
1184,924,2024-02-11,310,Partial
1185,925,2026-01-20,324,Rejected
1186,926,2024-12-18,143,Rejected
1187,927,2024-08-17,348,Accepted
1188,928,2025-12-01,70,Rejected
1189,928,2025-11-17,70,Accepted
1190,929,2025-07-28,369,Accepted
1191,930,2025-07-31,107,Accepted
1192,931,2024-08-25,231,Partial
1193,932,2026-02-12,12,Accepted
1194,933,2025-01-07,329,Partial
1195,934,2025-02-23,56,Accepted
1196,934,2025-02-28,56,Accepted
1197,934,2025-03-05,57,Partial
1198,935,2025-08-06,218,Rejected
1199,936,2025-05-21,496,Accepted
1200,937,2024-06-14,306,Rejected
1201,938,2024-09-10,356,Partial
1202,939,2024-10-10,440,Accepted
1203,940,2025-12-30,153,Accepted
1204,940,2026-01-16,153,Rejected
1205,941,2025-06-27,216,Rejected
1206,942,2024-11-16,341,Accepted
1207,943,2025-08-17,95,Accepted
1208,943,2025-08-06,95,Accepted
1209,944,2025-07-30,452,Rejected
1210,945,2024-11-19,105,Rejected
1211,946,2024-11-14,143,Accepted
1212,946,2024-11-19,143,Rejected
1213,947,2025-11-17,85,Accepted
1214,948,2025-04-04,250,Partial
1215,949,2024-04-30,314,Accepted
1216,950,2025-08-04,161,Accepted
1217,950,2025-07-29,162,Partial
1218,951,2025-03-20,128,Partial
1219,951,2025-03-27,129,Accepted
1220,952,2025-02-03,97,Partial
1221,952,2025-01-25,98,Accepted
1222,953,2025-07-11,154,Accepted
1223,954,2025-12-01,246,Accepted
1224,955,2024-09-22,115,Accepted
1225,955,2024-09-06,115,Accepted
1226,956,2024-11-13,86,Accepted
1227,957,2024-05-23,59,Partial
1228,957,2024-05-25,59,Accepted
1229,958,2025-05-20,112,Accepted
1230,959,2024-12-07,351,Partial
1231,960,2024-09-15,284,Partial
1232,961,2025-07-15,255,Accepted
1233,962,2024-12-14,108,Accepted
1234,962,2024-12-06,108,Rejected
1235,962,2024-12-21,109,Accepted
1236,963,2025-01-13,146,Partial
1237,964,2024-12-24,101,Accepted
1238,964,2024-12-28,101,Accepted
1239,964,2024-12-31,103,Accepted
1240,965,2024-07-30,212,Accepted
1241,965,2024-07-28,213,Accepted
1242,966,2024-05-06,30,Partial
1243,967,2025-09-19,181,Rejected
1244,968,2024-03-19,195,Accepted
1245,969,2024-09-23,426,Rejected
1246,970,2025-06-13,224,Partial
1247,971,2024-05-29,435,Accepted
1248,972,2025-06-05,179,Accepted
1249,972,2025-06-08,180,Rejected
1250,973,2025-07-09,149,Partial
1251,974,2025-06-07,252,Partial
1252,975,2024-09-25,101,Partial
1253,975,2024-09-22,101,Accepted
1254,976,2024-02-11,216,Accepted
1255,977,2025-10-22,323,Accepted
1256,978,2024-10-04,316,Partial
1257,979,2025-09-14,441,Accepted
1258,980,2024-06-14,324,Accepted
1259,981,2024-06-16,236,Accepted
1260,982,2025-08-19,344,Accepted
1261,983,2025-11-28,72,Accepted
1262,984,2025-10-25,164,Accepted
1263,984,2025-10-21,164,Accepted
1264,984,2025-11-05,164,Accepted
1265,985,2025-07-29,257,Accepted
1266,986,2024-08-15,88,Accepted
1267,987,2025-11-09,67,Accepted
1268,988,2025-05-18,113,Rejected
1269,989,2024-07-01,265,Partial
1270,990,2024-05-22,265,Partial
1271,991,2025-11-04,131,Accepted
1272,991,2025-10-24,131,Partial
1273,991,2025-11-01,131,Accepted
1274,992,2024-08-17,101,Accepted
1275,992,2024-08-09,102,Accepted
1276,993,2025-07-26,300,Rejected
1277,994,2024-05-21,163,Accepted
1278,995,2024-08-30,317,Accepted
1279,996,2024-08-12,348,Accepted
1280,997,2024-08-16,18,Partial
1281,997,2024-08-10,18,Partial
1282,998,2025-07-02,375,Partial
1283,999,2025-11-28,461,Accepted
1284,1000,2025-11-16,94,Accepted
1285,1000,2025-11-20,94,Partial
1286,1000,2025-11-21,94,Accepted
1287,1001,2025-08-06,393,Accepted
1288,1002,2024-06-23,144,Accepted
1289,1002,2024-06-26,144,Partial
1290,1003,2025-12-24,246,Accepted
1291,1004,2025-03-27,217,Rejected
1292,1004,2025-03-18,218,Accepted
1293,1005,2025-02-16,16,Accepted
1294,1006,2025-06-08,330,Partial
1295,1007,2025-09-08,53,Accepted
1296,1008,2025-12-13,62,Accepted
1297,1008,2026-01-05,62,Rejected
1298,1009,2025-04-14,271,Partial
1299,1010,2025-05-18,34,Accepted
1300,1010,2025-05-13,34,Rejected
1301,1010,2025-05-24,35,Partial
1302,1011,2025-07-24,41,Accepted
1303,1011,2025-07-05,41,Accepted
1304,1012,2024-07-29,120,Accepted
1305,1012,2024-07-12,120,Partial
1306,1013,2024-08-31,302,Accepted
1307,1014,2025-04-28,80,Accepted
1308,1015,2024-03-14,62,Partial
1309,1015,2024-03-27,62,Accepted
1310,1016,2024-08-28,255,Partial
1311,1017,2025-07-13,13,Accepted
1312,1017,2025-07-21,13,Accepted
1313,1018,2025-12-30,462,Rejected
1314,1019,2025-02-18,31,Accepted
1315,1020,2024-11-11,51,Accepted
1316,1021,2024-12-16,111,Accepted
1317,1021,2024-12-10,112,Accepted
1318,1022,2025-05-30,231,Partial
1319,1023,2025-02-26,233,Accepted
1320,1023,2025-03-01,233,Partial
1321,1024,2024-02-22,378,Accepted
1322,1025,2025-02-11,307,Accepted
1323,1026,2024-12-08,106,Rejected
1324,1026,2024-12-02,107,Accepted
1325,1027,2025-06-23,309,Accepted
1326,1028,2025-11-05,11,Accepted
1327,1029,2026-01-20,134,Accepted
1328,1030,2025-05-05,90,Accepted
1329,1030,2025-05-01,91,Accepted
1330,1031,2024-10-11,279,Rejected
1331,1032,2024-11-28,112,Partial
1332,1032,2024-12-08,112,Accepted
1333,1033,2024-06-04,63,Accepted
1334,1034,2025-12-05,75,Accepted
1335,1035,2025-10-07,98,Accepted
1336,1036,2025-09-27,65,Rejected
1337,1036,2025-10-11,66,Accepted
1338,1037,2024-10-28,324,Accepted
1339,1038,2024-10-12,308,Accepted
1340,1039,2025-10-17,88,Accepted
1341,1040,2025-03-06,109,Accepted
1342,1040,2025-03-13,109,Accepted
1343,1040,2025-03-13,111,Accepted
1344,1041,2025-07-10,298,Rejected
1345,1042,2025-02-14,94,Partial
1346,1043,2025-01-03,85,Rejected
1347,1043,2025-01-09,85,Accepted
1348,1043,2025-01-11,86,Accepted
1349,1044,2025-05-07,239,Accepted
1350,1044,2025-05-23,240,Accepted
1351,1045,2025-09-23,442,Accepted
1352,1046,2024-10-05,397,Accepted
1353,1047,2025-08-26,95,Partial
1354,1047,2025-09-04,95,Partial
1355,1048,2024-08-06,11,Rejected
1356,1048,2024-08-17,12,Partial
1357,1049,2024-11-12,234,Partial
1358,1050,2025-11-01,413,Rejected
1359,1051,2026-01-18,183,Accepted
1360,1052,2025-11-13,104,Partial
1361,1053,2024-09-15,365,Partial
1362,1054,2025-10-14,62,Accepted
1363,1054,2025-10-30,62,Partial
1364,1055,2025-12-27,252,Accepted
1365,1056,2026-01-13,84,Accepted
1366,1057,2024-02-11,28,Accepted
1367,1058,2025-07-18,316,Rejected
1368,1059,2026-01-16,71,Accepted
1369,1059,2026-02-08,71,Accepted
1370,1059,2026-01-23,73,Partial
1371,1060,2025-07-29,26,Accepted
1372,1061,2024-08-10,277,Accepted
1373,1062,2025-07-21,155,Accepted
1374,1062,2025-07-23,155,Rejected
1375,1063,2024-04-07,86,Accepted
1376,1063,2024-04-11,86,Accepted
1377,1064,2024-12-29,480,Accepted
1378,1065,2025-05-21,192,Accepted
1379,1066,2025-01-01,303,Accepted
1380,1067,2025-06-25,443,Accepted
1381,1068,2024-07-23,301,Accepted
1382,1069,2025-05-06,21,Partial
1383,1070,2025-05-07,29,Partial
1384,1071,2025-05-25,27,Partial
1385,1072,2024-08-30,108,Accepted
1386,1073,2024-09-17,294,Rejected
1387,1074,2024-08-15,56,Accepted
1388,1075,2024-12-18,193,Accepted
1389,1076,2025-04-07,32,Accepted
1390,1076,2025-04-04,32,Accepted
1391,1077,2024-10-30,476,Rejected
1392,1078,2024-12-06,195,Accepted
1393,1079,2024-09-22,343,Accepted
1394,1080,2024-07-01,175,Accepted
1395,1081,2025-06-06,148,Accepted
1396,1081,2025-05-31,148,Accepted
1397,1082,2025-10-02,234,Partial
1398,1082,2025-10-02,234,Accepted
1399,1083,2024-08-26,185,Accepted
1400,1083,2024-09-14,185,Partial
1401,1084,2025-11-13,252,Accepted
1402,1085,2025-03-22,229,Rejected
1403,1085,2025-03-19,229,Accepted
1404,1086,2024-06-16,448,Accepted
1405,1087,2024-10-24,176,Partial
1406,1088,2024-02-09,108,Partial
1407,1089,2024-03-05,118,Rejected
1408,1089,2024-03-18,119,Accepted
1409,1090,2024-09-10,170,Accepted
1410,1091,2024-12-24,51,Accepted
1411,1092,2025-08-27,351,Partial
1412,1093,2024-04-26,287,Rejected
1413,1094,2025-10-15,471,Accepted
1414,1095,2024-07-14,483,Accepted
1415,1096,2024-05-14,469,Partial
1416,1097,2025-07-09,308,Rejected
1417,1098,2025-08-26,112,Accepted
1418,1099,2025-04-16,8,Rejected
1419,1100,2024-05-08,236,Accepted
1420,1101,2024-04-16,375,Accepted
1421,1102,2024-11-22,376,Accepted
1422,1103,2025-01-10,203,Accepted
1423,1103,2024-12-29,204,Partial
1424,1104,2026-02-06,289,Rejected
1425,1105,2024-09-03,173,Partial
1426,1106,2024-06-08,80,Accepted
1427,1106,2024-06-17,81,Partial
1428,1107,2026-01-10,291,Accepted
1429,1108,2024-06-16,442,Accepted
1430,1109,2024-02-17,470,Accepted
1431,1110,2024-12-10,389,Accepted
1432,1111,2024-12-03,446,Rejected
1433,1112,2025-05-01,129,Accepted
1434,1113,2025-10-18,94,Partial
1435,1113,2025-11-05,94,Partial
1436,1114,2025-12-20,102,Partial
1437,1114,2025-12-18,102,Accepted
1438,1115,2024-08-16,266,Partial
1439,1116,2026-01-13,354,Partial
1440,1117,2025-05-09,412,Rejected
1441,1118,2024-04-03,31,Accepted
1442,1119,2025-12-19,492,Accepted
1443,1120,2024-04-25,466,Accepted
1444,1121,2025-04-07,400,Accepted
1445,1122,2025-09-15,433,Accepted
1446,1123,2024-08-16,51,Rejected
1447,1123,2024-08-02,51,Accepted
1448,1124,2024-08-09,134,Partial
1449,1125,2025-01-30,6,Accepted
1450,1125,2025-01-26,6,Rejected
1451,1126,2025-11-11,133,Accepted
1452,1126,2025-11-02,134,Accepted
1453,1127,2024-08-10,405,Accepted
1454,1128,2025-05-31,142,Accepted
1455,1129,2024-12-28,10,Rejected
1456,1130,2024-04-11,255,Accepted
1457,1131,2025-07-06,464,Rejected
1458,1132,2025-09-11,47,Accepted
1459,1133,2025-03-11,214,Accepted
1460,1134,2024-05-25,493,Accepted
1461,1135,2024-05-30,78,Partial
1462,1136,2024-12-19,16,Partial
1463,1137,2025-02-10,442,Accepted
1464,1138,2025-02-15,336,Partial
1465,1139,2024-08-05,108,Partial
1466,1140,2025-02-03,478,Accepted
1467,1141,2024-08-18,469,Rejected
1468,1142,2025-05-23,98,Rejected
1469,1143,2025-09-21,253,Accepted
1470,1144,2025-05-26,149,Rejected
1471,1145,2024-02-26,135,Accepted
1472,1146,2026-01-07,477,Rejected
1473,1147,2024-01-30,466,Partial
1474,1148,2026-01-22,195,Partial
1475,1148,2026-02-17,195,Partial
1476,1149,2024-03-13,61,Rejected
1477,1149,2024-03-26,61,Accepted
1478,1150,2025-02-22,292,Rejected
1479,1151,2024-05-13,234,Rejected
1480,1152,2024-04-19,234,Partial
1481,1152,2024-05-03,234,Accepted
1482,1153,2025-06-12,76,Partial
1483,1154,2025-07-22,174,Partial
1484,1155,2024-04-21,364,Accepted
1485,1156,2026-01-13,56,Partial
1486,1156,2026-01-14,56,Partial
1487,1157,2024-10-19,406,Rejected
1488,1158,2024-09-20,71,Accepted
1489,1159,2024-09-12,218,Accepted
1490,1160,2024-12-20,250,Accepted
1491,1161,2024-05-26,185,Rejected
1492,1161,2024-06-11,185,Partial
1493,1162,2024-11-21,66,Rejected
1494,1163,2024-06-15,421,Rejected
1495,1164,2024-02-26,103,Accepted
1496,1164,2024-03-08,104,Partial
1497,1165,2024-10-26,268,Partial
1498,1166,2025-06-13,160,Partial
1499,1167,2025-08-15,349,Accepted
1500,1168,2024-11-04,219,Rejected
1501,1168,2024-11-12,219,Partial
1502,1169,2024-10-07,95,Accepted
1503,1170,2025-09-02,489,Rejected
1504,1171,2025-06-16,449,Accepted
1505,1172,2025-09-08,57,Partial
1506,1173,2025-11-24,23,Accepted
1507,1174,2025-09-19,56,Accepted
1508,1175,2025-12-31,296,Accepted
1509,1176,2024-11-24,96,Accepted
1510,1176,2024-12-09,97,Partial
1511,1177,2024-11-30,338,Partial
1512,1178,2024-09-27,13,Partial
1513,1179,2024-07-18,153,Accepted
1514,1180,2025-08-05,229,Partial
1515,1181,2025-07-05,443,Accepted
1516,1182,2025-09-14,85,Accepted
1517,1183,2024-06-09,185,Accepted
1518,1184,2025-01-17,212,Accepted
1519,1184,2025-01-28,212,Accepted
1520,1185,2024-07-12,243,Accepted
1521,1186,2025-11-11,193,Accepted
1522,1186,2025-10-31,194,Accepted
1523,1187,2024-08-22,251,Partial
1524,1188,2024-05-08,140,Accepted
1525,1189,2025-03-22,492,Accepted
1526,1190,2025-11-07,112,Accepted
