invoice_id,po_id,invoice_date,price_charged,invoice_amount,payment_date,payment_amount,installment_number
872,749,2025-10-17,49.11,19202.01,2025-10-25,19202.01,1
873,750,2024-11-06,887.29,166810.52,2024-12-11,166810.52,1
874,751,2025-10-31,72.09,32512.59,2025-12-23,32512.59,1
875,752,2024-11-29,251.47,99079.18,2024-12-29,99079.18,1
876,753,2024-05-06,45.19,22504.62,2024-06-27,22504.62,1
877,754,2025-08-22,6.28,2160.32,2025-10-18,2160.32,1
878,755,2024-03-05,235.66,25451.28,2024-04-11,25451.28,1
879,756,2025-08-06,52.95,7571.85,2025-08-25,7571.85,1
880,757,2024-03-01,765.88,158537.16,2024-03-19,158537.16,1
881,758,2024-07-30,38.69,18919.41,2024-10-01,18919.41,1
882,759,2025-04-22,78.84,11892.42,2025-06-16,11892.42,1
883,760,2026-01-02,28.83,3920.88,2026-02-05,3920.88,1
884,761,2024-11-27,38.94,7145.49,2025-01-08,7145.49,1
885,761,2024-12-15,38.94,7145.49,2024-12-31,7145.49,2
886,762,2024-05-07,118.61,48630.1,2024-06-07,48630.1,1
887,763,2024-07-06,143.07,25251.86,2024-07-30,25251.86,1
888,763,2024-07-23,143.07,25251.86,2024-07-30,25251.86,2
889,764,2025-11-18,33.9,2779.8,2025-12-13,2779.8,1
890,765,2025-07-26,116.11,2670.53,2025-10-06,2670.53,1
891,766,2024-04-23,334.91,137313.1,2024-05-31,137313.1,1
892,767,2024-10-21,318.09,72206.43,2024-12-10,72206.43,1
893,768,2024-07-30,1002.95,258761.1,2024-09-21,258761.1,1
894,769,2024-06-04,269.74,9845.51,2024-07-05,9845.51,1
895,769,2024-06-18,269.74,9845.51,2024-07-24,9845.51,2
896,770,2025-11-14,348.26,84627.18,2025-12-21,84627.18,1
897,771,2025-05-15,38.58,8796.24,2025-07-18,8796.24,1
898,772,2024-06-27,1105.0,95832.2,2024-07-09,95832.2,1
899,773,2025-05-31,146.34,16243.74,2025-06-28,16243.74,1
900,773,2025-06-07,146.34,16243.74,2025-07-08,16243.74,2
901,774,2024-12-01,10.4,644.8,2025-02-18,644.8,1
902,775,2024-02-26,133.86,62512.62,2024-04-05,62512.62,1
903,776,2025-01-11,143.53,67746.16,2025-03-03,67746.16,1
904,777,2024-05-29,50.64,2886.48,2024-06-08,2886.48,1
905,778,2024-07-13,14.74,781.22,2024-08-12,781.22,1
906,779,2025-10-28,33.03,15094.71,2025-11-23,15094.71,1
907,780,2025-07-11,81.17,10349.17,2025-08-14,10349.17,1
908,780,2025-07-25,81.17,10349.17,2025-08-31,10349.17,2
909,781,2024-05-09,231.72,54454.2,2024-06-17,54454.2,1
910,782,2025-10-17,37.54,788.34,2025-11-02,788.34,1
911,783,2025-04-03,130.52,20622.16,2025-05-07,20622.16,1
912,783,2025-04-12,130.52,20622.16,2025-05-12,20622.16,2
913,784,2025-10-25,60.75,13273.88,2025-11-27,13273.88,1
914,784,2025-11-16,60.75,13273.88,2025-12-15,13273.88,2
915,785,2025-08-12,152.48,25921.6,2025-09-13,25921.6,1
916,786,2024-10-22,5.34,277.68,2024-12-03,277.68,1
917,786,2024-11-03,5.34,277.68,2024-12-15,277.68,2
918,787,2025-02-18,43.13,2479.98,2025-03-18,2479.98,1
919,787,2025-03-05,43.13,2479.98,2025-04-06,2479.98,2
920,788,2025-03-26,210.11,33617.6,2025-04-20,33617.6,1
921,789,2025-07-18,61.39,7458.88,2025-08-29,7458.88,1
922,789,2025-08-05,61.39,7458.88,2025-08-23,7458.88,2
923,790,2024-08-08,16.42,3185.48,2024-09-12,3185.48,1
924,791,2024-10-23,843.74,8437.4,2024-12-07,8437.4,1
925,792,2024-08-06,296.78,8903.4,2024-09-10,8903.4,1
926,792,2024-08-08,296.78,8903.4,2024-09-07,8903.4,1
927,793,2024-09-13,228.22,8558.25,2024-10-07,8558.25,1
928,793,2024-09-28,228.22,8558.25,2024-10-18,8558.25,2
929,794,2024-05-27,619.75,193362.0,2024-07-10,193362.0,1
930,795,2024-03-01,150.03,25955.19,2024-03-24,25955.19,1
931,796,2025-12-30,19.24,3617.12,2026-02-19,3617.12,1
932,797,2024-03-20,1384.51,431967.12,2024-05-19,431967.12,1
933,798,2025-10-27,185.11,72575.04,2025-12-11,72575.04,1
934,799,2024-02-19,85.37,1024.44,2024-04-05,1024.44,1
935,800,2025-08-29,15.31,5787.18,2025-10-13,5787.18,1
936,801,2024-10-29,123.82,44699.02,2024-12-11,44699.02,1
937,802,2025-02-13,24.46,11520.66,2025-03-10,11520.66,1
938,803,2024-09-15,323.13,4523.82,2024-11-02,4523.82,1
939,804,2025-01-16,46.19,13441.29,2025-03-25,13441.29,1
940,805,2025-01-11,666.05,153857.55,2025-03-19,153857.55,1
941,806,2025-02-17,425.4,103372.2,2025-02-27,103372.2,1
942,806,2025-02-18,425.4,103372.2,2025-03-20,103372.2,1
943,807,2024-11-25,5.58,1997.64,2025-01-11,1997.64,1
944,808,2025-03-22,678.56,82105.76,2025-05-09,82105.76,1
945,809,2025-10-18,138.16,32411.06,2025-12-09,32411.06,1
946,810,2024-12-03,5.98,2631.2,2024-12-28,2631.2,1
947,811,2024-11-04,23.58,3725.64,2024-12-05,3725.64,1
948,812,2024-05-09,66.82,28732.6,2024-06-30,28732.6,1
949,813,2024-11-02,49.21,12302.5,2024-12-29,12302.5,1
950,814,2024-05-23,140.02,55167.88,2024-06-01,55167.88,1
951,815,2024-07-02,25.51,7499.94,2024-07-27,7499.94,1
952,816,2026-01-09,56.83,4205.42,2026-03-10,4205.42,1
953,817,2024-04-03,215.46,51710.4,2024-05-21,51710.4,1
954,817,2024-04-23,215.46,51710.4,2024-06-16,51710.4,2
955,818,2025-01-16,61.33,24102.69,2025-03-08,24102.69,1
956,819,2025-10-22,271.95,19308.45,2025-11-01,19308.45,1
957,820,2026-01-04,148.36,66316.92,2026-02-26,66316.92,1
958,821,2024-06-17,88.0,30360.0,2024-06-27,30360.0,1
959,822,2024-07-07,15.27,4489.38,2024-08-16,4489.38,1
960,823,2024-10-24,48.32,10171.36,2024-11-20,10171.36,1
961,823,2024-11-11,48.32,10171.36,2024-12-05,10171.36,2
962,824,2025-03-31,66.99,14469.84,2025-04-29,14469.84,1
963,824,2025-04-02,66.99,14469.84,2025-05-02,14469.84,1
964,825,2026-01-17,10.79,658.19,2026-02-18,658.19,1
965,826,2024-06-30,355.64,98156.64,2024-09-09,98156.64,1
966,827,2024-06-15,31.41,14165.91,2024-07-04,14165.91,1
967,828,2024-08-07,75.59,36283.2,2024-08-25,36283.2,1
968,829,2025-11-23,6.38,2685.98,2025-12-30,2685.98,1
969,830,2024-03-04,916.44,152129.04,2024-04-26,152129.04,1
970,831,2024-11-10,5.26,1378.12,2025-01-07,1378.12,1
971,832,2024-05-13,95.19,36552.96,2024-07-18,36552.96,1
972,833,2024-06-17,917.7,368915.4,2024-08-13,368915.4,1
973,834,2026-01-05,1134.69,183819.78,2026-03-02,183819.78,1
974,835,2024-02-26,5.67,2540.16,2024-04-06,2540.16,1
975,836,2024-10-11,67.73,2776.93,2024-11-23,2776.93,1
976,837,2025-12-15,35.45,7001.38,2026-01-21,7001.38,1
977,837,2025-12-30,35.45,7001.38,2026-01-14,7001.38,2
978,838,2025-04-04,365.9,170875.3,2025-05-26,170875.3,1
979,839,2024-03-18,295.75,45249.75,2024-06-10,45249.75,1
980,840,2024-12-19,407.19,16287.6,2025-01-08,16287.6,1
981,840,2025-01-07,407.19,16287.6,2025-01-19,16287.6,2
982,841,2025-12-30,129.15,16789.5,2026-02-14,16789.5,1
983,842,2024-11-24,70.85,15020.2,2024-12-24,15020.2,1
984,843,2025-03-16,5.94,2227.5,2025-05-01,2227.5,1
985,844,2025-03-03,24.57,2051.59,2025-04-22,2051.59,1
986,844,2025-03-14,24.57,2051.59,2025-04-24,2051.59,2
987,845,2025-05-24,680.59,123867.38,2025-07-02,123867.38,1
988,845,2025-06-10,680.59,123867.38,2025-07-08,123867.38,2
989,846,2024-06-16,69.64,4755.22,2024-07-31,4755.22,1
990,847,2025-11-07,52.12,21317.08,2025-12-07,21317.08,1
991,848,2026-02-12,155.82,27424.32,2026-04-07,27424.32,1
992,849,2024-05-15,50.92,15581.52,2024-06-29,15581.52,1
993,850,2025-10-09,324.07,99165.42,2025-12-04,99165.42,1
994,851,2025-09-23,340.1,124476.6,2025-10-22,124476.6,1
995,852,2025-08-17,48.13,9842.58,2025-10-19,9842.58,1
996,852,2025-08-28,48.13,9842.58,2025-10-09,9842.58,2
997,853,2024-11-14,51.78,13773.48,2024-12-18,13773.48,1
998,854,2025-01-26,5.81,947.03,2025-02-28,947.03,1
999,855,2025-11-02,917.52,60556.32,2025-12-04,60556.32,1
1000,856,2024-06-16,35.75,4683.25,2024-07-15,4683.25,1
1001,857,2025-10-11,69.53,10846.68,2025-12-03,10846.68,1
1002,858,2025-12-01,822.06,374037.3,2025-12-18,374037.3,1
1003,859,2025-06-20,310.54,60244.76,2025-09-06,60244.76,1
1004,860,2024-10-15,432.77,26964.44,2024-11-17,26964.44,1
1005,861,2025-03-17,304.62,73108.8,2025-05-31,73108.8,1
1006,861,2025-03-31,304.62,73108.8,2025-05-20,73108.8,2
1007,862,2024-03-04,470.39,112893.6,2024-05-05,112893.6,1
1008,862,2024-03-14,470.39,112893.6,2024-05-04,112893.6,2
1009,863,2026-01-09,34.82,4544.01,2026-03-08,4544.01,1
1010,863,2026-01-21,34.82,4544.01,2026-03-02,4544.01,2
1011,864,2024-09-11,71.53,10729.5,2024-10-24,10729.5,1
1012,865,2024-03-06,5.67,2347.38,2024-04-19,2347.38,1
1013,866,2025-09-23,29.93,8470.19,2025-11-15,8470.19,1
1014,867,2025-05-05,146.13,33079.08,2025-06-15,33079.08,1
1015,868,2025-04-16,366.02,40262.2,2025-05-18,40262.2,1
1016,869,2024-03-23,111.8,28061.8,2024-04-18,28061.8,1
1017,870,2025-09-08,124.66,59836.8,2025-11-04,59836.8,1
1018,871,2025-05-07,5.79,1574.88,2025-07-15,1574.88,1
1019,872,2025-09-23,5.8,1328.2,2025-11-13,1328.2,1
1020,873,2025-10-06,121.34,9343.18,2025-11-24,9343.18,1
1021,874,2024-07-13,479.45,153903.45,2024-08-27,153903.45,1
1022,875,2024-07-28,71.98,17827.2,2024-09-15,17827.2,1
1023,875,2024-08-09,71.98,17827.2,2024-10-13,17827.2,2
1024,876,2025-12-09,127.63,41607.38,2026-01-11,41607.38,1
1025,877,2025-03-13,49.87,11869.06,2025-03-29,11869.06,1
1026,878,2024-12-08,312.05,28708.6,2025-02-09,28708.6,1
1027,879,2024-08-25,300.97,149281.12,2024-10-06,149281.12,1
1028,880,2025-05-16,5.8,350.9,2025-06-09,350.9,1
1029,880,2025-06-01,5.8,350.9,2025-07-02,350.9,2
1030,881,2025-09-02,82.23,34454.37,2025-10-02,34454.37,1
1031,882,2024-02-27,18.56,8296.32,2024-03-14,8296.32,1
1032,883,2025-03-07,69.45,13195.5,2025-04-20,13195.5,1
1033,884,2026-02-20,320.76,10264.32,2026-03-20,10264.32,1
1034,885,2024-09-08,38.35,12923.95,2024-10-04,12923.95,1
1035,886,2024-08-24,37.19,3235.53,2024-09-16,3235.53,1
1036,886,2024-08-27,37.19,3235.53,2024-09-26,3235.53,1
1037,887,2025-10-31,17.83,2674.5,2025-12-17,2674.5,1
1038,888,2024-03-16,769.21,24614.72,2024-04-18,24614.72,1
1039,889,2024-11-20,81.16,27756.72,2024-12-08,27756.72,1
1040,889,2024-11-21,81.16,27756.72,2024-12-21,27756.72,1
1041,890,2025-01-16,76.86,19599.3,2025-02-15,19599.3,1
1042,891,2025-09-06,352.1,118305.6,2025-10-02,118305.6,1
1043,892,2024-05-09,72.38,34380.5,2024-06-20,34380.5,1
1044,893,2025-01-04,43.67,21048.94,2025-02-07,21048.94,1
1045,894,2024-05-28,79.96,37421.28,2024-07-13,37421.28,1
1046,895,2025-08-25,719.72,24470.48,2025-10-15,24470.48,1
1047,895,2025-09-11,719.72,24470.48,2025-11-07,24470.48,2
1048,896,2025-05-08,29.62,3761.74,2025-05-26,3761.74,1
1049,896,2025-05-25,29.62,3761.74,2025-06-23,3761.74,2
1050,897,2025-02-17,450.94,89737.06,2025-03-08,89737.06,1
1051,898,2024-11-28,234.2,64170.8,2025-02-04,64170.8,1
1052,899,2024-05-27,22.74,2967.57,2024-07-03,2967.57,1
1053,899,2024-06-10,22.74,2967.57,2024-07-20,2967.57,2
1054,900,2025-12-27,805.76,30216.0,2026-02-27,30216.0,1
1055,900,2026-01-07,805.76,30216.0,2026-03-10,30216.0,2
1056,901,2025-06-01,32.88,2761.92,2025-07-07,2761.92,1
1057,902,2024-09-16,22.82,4335.8,2024-11-02,4335.8,1
1058,903,2025-01-04,9.93,1886.7,2025-01-28,1886.7,1
1059,903,2025-01-05,9.93,1886.7,2025-02-04,1886.7,1
1060,904,2025-07-08,52.45,11370.51,2025-08-18,11370.51,1
1061,905,2025-07-26,43.6,11728.4,2025-09-03,11728.4,1
1062,906,2025-01-10,215.8,30212.0,2025-02-01,30212.0,1
1063,907,2024-09-30,128.59,24882.16,2024-12-08,24882.16,1
1064,907,2024-10-18,128.59,24882.16,2024-12-04,24882.16,2
1065,908,2025-05-21,657.21,218850.93,2025-06-27,218850.93,1
1066,909,2025-05-18,12.95,1916.6,2025-06-14,1916.6,1
1067,910,2025-04-18,143.05,17738.2,2025-05-21,17738.2,1
1068,910,2025-04-30,143.05,17738.2,2025-05-29,17738.2,2
1069,911,2024-03-18,74.32,34187.2,2024-05-21,34187.2,1
1070,912,2024-12-29,168.34,68514.38,2025-03-01,68514.38,1
1071,913,2025-04-10,79.34,2459.54,2025-05-24,2459.54,1
1072,913,2025-04-23,79.34,2459.54,2025-05-20,2459.54,2
1073,914,2025-12-27,344.78,17239.0,2026-02-03,17239.0,1
1074,915,2025-02-13,1433.2,183449.6,2025-03-31,183449.6,1
1075,916,2024-10-14,53.17,1807.78,2024-11-21,1807.78,1
1076,917,2025-03-16,146.41,6002.81,2025-05-24,6002.81,1
1077,918,2024-06-16,77.12,21593.6,2024-07-02,21593.6,1
1078,919,2024-04-09,382.57,169095.94,2024-05-09,169095.94,1
1079,920,2025-06-28,321.16,97632.64,2025-09-02,97632.64,1
1080,921,2026-02-12,314.48,88997.84,2026-04-08,88997.84,1
1081,922,2025-10-01,70.09,17983.56,2025-11-05,17983.56,1
1082,923,2025-03-24,868.1,300362.6,2025-04-20,300362.6,1
1083,924,2024-02-12,239.9,116351.5,2024-04-21,116351.5,1
1084,925,2026-01-24,6.0,1944.0,2026-03-05,1944.0,1
1085,926,2024-12-26,42.17,6030.31,2025-02-04,6030.31,1
1086,927,2024-08-23,708.91,246700.68,2024-10-15,246700.68,1
1087,928,2025-12-08,5.64,789.6,2026-02-07,789.6,1
1088,929,2025-07-31,338.57,124932.33,2025-10-02,124932.33,1
1089,930,2025-08-07,150.12,16062.84,2025-08-16,16062.84,1
1090,931,2024-08-30,100.73,23268.63,2024-10-26,23268.63,1
1091,932,2026-02-17,43.48,521.76,2026-04-05,521.76,1
1092,933,2025-01-15,26.46,8705.34,2025-02-03,8705.34,1
1093,934,2025-03-11,16.45,5494.3,2025-04-14,5494.3,1
1094,935,2025-08-12,335.41,73119.38,2025-09-26,73119.38,1
1095,936,2025-05-25,51.63,12804.24,2025-07-27,12804.24,1
1096,936,2025-06-12,51.63,12804.24,2025-08-23,12804.24,2
1097,937,2024-06-19,202.62,67472.46,2024-07-12,67472.46,1
1098,938,2024-09-13,163.11,58067.16,2024-11-27,58067.16,1
1099,939,2024-10-17,85.02,37408.8,2024-10-31,37408.8,1
1100,940,2026-01-17,11.15,3411.9,2026-02-03,3411.9,1
1101,941,2025-07-02,128.98,27859.68,2025-08-02,27859.68,1
1102,942,2024-11-25,63.27,21575.07,2025-01-15,21575.07,1
1103,943,2025-08-18,262.91,69408.24,2025-10-23,69408.24,1
1104,944,2025-08-04,835.21,377514.92,2025-10-05,377514.92,1
1105,945,2024-11-20,6.39,335.48,2025-01-18,335.48,1
1106,945,2024-12-08,6.39,335.48,2025-01-10,335.48,2
1107,946,2024-11-22,54.88,7847.84,2025-01-06,7847.84,1
1108,946,2024-12-11,54.88,7847.84,2025-02-02,7847.84,2
1109,947,2025-11-24,331.98,28218.3,2025-12-27,28218.3,1
1110,948,2025-04-10,143.7,35925.0,2025-05-27,35925.0,1
1111,949,2024-05-08,299.75,94121.5,2024-06-30,94121.5,1
1112,950,2025-08-10,11.47,3704.81,2025-08-28,3704.81,1
1113,951,2025-04-03,56.0,14392.0,2025-06-08,14392.0,1
1114,952,2025-02-08,504.36,98350.2,2025-02-26,98350.2,1
1115,953,2025-07-13,67.22,9740.5,2025-07-22,9740.5,1
1116,954,2025-12-06,50.45,12410.7,2026-01-18,12410.7,1
1117,955,2024-10-01,55.09,12670.7,2024-11-14,12670.7,1
1118,956,2024-11-19,6.06,521.16,2025-01-15,521.16,1
1119,957,2024-05-28,474.49,55989.82,2024-06-28,55989.82,1
1120,957,2024-05-31,474.49,55989.82,2024-06-30,55989.82,1
1121,958,2025-05-24,91.77,5139.12,2025-06-14,5139.12,1
1122,958,2025-06-05,91.77,5139.12,2025-07-13,5139.12,2
1123,959,2024-12-10,35.7,12530.7,2025-01-06,12530.7,1
1124,960,2024-09-22,332.4,94401.6,2024-10-20,94401.6,1
1125,961,2025-07-19,60.78,15498.9,2025-08-12,15498.9,1
1126,962,2024-12-26,27.84,9048.0,2025-02-19,9048.0,1
1127,963,2025-01-22,6.95,1014.7,2025-02-17,1014.7,1
1128,963,2025-01-23,6.95,1014.7,2025-02-22,1014.7,1
1129,964,2025-01-03,13.87,4230.35,2025-01-25,4230.35,1
1130,965,2024-08-01,341.58,145171.5,2024-10-12,145171.5,1
1131,966,2024-05-08,291.03,8730.9,2024-06-23,8730.9,1
1132,967,2025-09-28,69.68,6306.04,2025-11-02,6306.04,1
1133,967,2025-10-13,69.68,6306.04,2025-11-14,6306.04,2
1134,968,2024-03-25,628.56,122569.2,2024-05-13,122569.2,1
1135,969,2024-10-02,249.1,106116.6,2024-11-04,106116.6,1
1136,970,2025-06-15,139.0,31136.0,2025-07-30,31136.0,1
1137,971,2024-05-31,17.64,7673.4,2024-07-12,7673.4,1
1138,972,2025-06-14,54.79,19669.61,2025-08-03,19669.61,1
1139,973,2025-07-11,719.21,107162.29,2025-09-10,107162.29,1
1140,974,2025-06-09,153.22,19305.72,2025-07-06,19305.72,1
1141,974,2025-06-26,153.22,19305.72,2025-08-21,19305.72,2
1142,975,2024-10-02,1076.66,106162.11,2024-10-11,106162.11,1
1143,975,2024-10-19,1076.66,106162.11,2024-12-06,106162.11,2
1144,976,2024-02-18,36.37,7855.92,2024-04-05,7855.92,1
1145,977,2025-10-27,311.59,100643.57,2025-10-29,100643.57,1
1146,978,2024-10-06,145.3,45914.8,2024-11-04,45914.8,1
1147,979,2025-09-22,743.22,327760.02,2025-11-30,327760.02,1
1148,980,2024-06-20,449.91,145770.84,2024-07-25,145770.84,1
1149,981,2024-06-23,139.03,32813.44,2024-07-19,32813.44,1
1150,982,2025-08-27,663.34,258675.08,2025-10-01,258675.08,1
1151,983,2025-12-02,76.44,2751.84,2026-01-22,2751.84,1
1152,983,2025-12-21,76.44,2751.84,2026-03-02,2751.84,2
1153,984,2025-11-10,38.68,19030.56,2025-12-19,19030.56,1
1154,985,2025-08-05,372.29,148171.42,2025-09-13,148171.42,1
1155,986,2024-08-17,50.94,4482.72,2024-10-04,4482.72,1
1156,987,2025-11-11,145.47,9746.49,2025-12-15,9746.49,1
1157,988,2025-05-21,26.48,2992.24,2025-06-24,2992.24,1
1158,989,2024-07-08,75.37,9986.52,2024-08-19,9986.52,1
1159,989,2024-07-21,75.37,9986.52,2024-07-30,9986.52,2
1160,990,2024-05-31,214.78,66796.58,2024-06-06,66796.58,1
1161,991,2025-11-08,34.98,14041.89,2025-12-14,14041.89,1
1162,992,2024-08-19,112.64,11432.96,2024-09-01,11432.96,1
1163,992,2024-09-06,112.64,11432.96,2024-10-17,11432.96,2
1164,993,2025-08-03,74.32,22296.0,2025-08-18,22296.0,1
1165,994,2024-05-22,54.66,8909.58,2024-07-17,8909.58,1
1166,995,2024-09-02,12.26,3886.42,2024-10-07,3886.42,1
1167,996,2024-08-16,42.51,14793.48,2024-09-04,14793.48,1
1168,997,2024-08-25,164.34,5916.24,2024-10-26,5916.24,1
1169,998,2025-07-06,359.92,134970.0,2025-08-16,134970.0,1
1170,999,2025-11-30,54.6,25170.6,2025-12-26,25170.6,1
1171,1000,2025-11-29,60.87,17165.34,2026-01-15,17165.34,1
1172,1001,2025-08-14,334.6,131497.8,2025-09-25,131497.8,1
1173,1002,2024-07-05,68.82,18751.68,2024-08-02,18751.68,1
1174,1003,2025-12-30,13.71,3372.66,2026-01-28,3372.66,1
1175,1004,2025-04-02,1418.04,616847.4,2025-05-15,616847.4,1
1176,1005,2025-02-18,155.51,2488.16,2025-02-26,2488.16,1
1177,1006,2025-06-15,74.61,24476.1,2025-08-20,24476.1,1
1178,1007,2025-09-15,5.32,281.96,2025-10-29,281.96,1
1179,1008,2026-01-06,256.05,15875.1,2026-02-26,15875.1,1
1180,1008,2026-01-28,256.05,15875.1,2026-02-23,15875.1,2
1181,1009,2025-04-22,56.11,15205.81,2025-07-04,15205.81,1
1182,1010,2025-05-26,22.2,2930.4,2025-06-29,2930.4,1
1183,1011,2025-08-01,6.25,512.5,2025-09-09,512.5,1
1184,1012,2024-08-04,15.04,3609.6,2024-09-05,3609.6,1
1185,1013,2024-09-03,142.34,68892.56,2024-10-10,68892.56,1
1186,1014,2025-05-06,1276.73,102138.4,2025-06-11,102138.4,1
1187,1015,2024-04-02,29.13,3612.12,2024-04-20,3612.12,1
1188,1016,2024-09-06,795.76,202918.8,2024-09-22,202918.8,1
1189,1017,2025-07-30,53.85,700.05,2025-09-11,700.05,1
1190,1017,2025-08-08,53.85,700.05,2025-09-24,700.05,2
1191,1018,2026-01-05,728.24,336446.88,2026-02-20,336446.88,1
1192,1019,2025-02-20,45.7,1416.7,2025-03-28,1416.7,1
1193,1020,2024-11-19,343.37,17511.87,2025-01-12,17511.87,1
1194,1021,2024-12-17,411.43,91748.89,2025-02-01,91748.89,1
1195,1022,2025-06-07,10.96,2531.76,2025-07-12,2531.76,1
1196,1023,2025-03-04,111.49,51954.34,2025-04-15,51954.34,1
1197,1024,2024-02-24,6.11,2309.58,2024-04-22,2309.58,1
1198,1025,2025-02-14,51.52,15816.64,2025-04-03,15816.64,1
1199,1026,2024-12-13,6.09,1297.17,2025-02-11,1297.17,1
1200,1027,2025-06-28,71.76,22173.84,2025-07-12,22173.84,1
1201,1028,2025-11-07,13.6,150.7,2025-12-16,150.7,1
1202,1029,2026-01-25,27.71,1856.57,2026-02-26,1856.57,1
1203,1029,2026-02-05,27.71,1856.57,2026-03-19,1856.57,2
1204,1030,2025-05-08,154.59,13990.4,2025-07-01,13990.4,1
1205,1030,2025-05-26,154.59,13990.4,2025-07-04,13990.4,2
1206,1031,2024-10-16,59.4,8286.3,2024-11-15,8286.3,1
1207,1031,2024-10-27,59.4,8286.3,2024-11-25,8286.3,2
1208,1032,2024-12-10,230.47,87440.36,2025-02-03,87440.36,1
1209,1033,2024-06-05,13.64,429.66,2024-07-26,429.66,1
1210,1033,2024-06-24,13.64,429.66,2024-08-06,429.66,2
1211,1034,2025-12-12,148.34,13498.94,2026-01-23,13498.94,1
1212,1035,2025-10-14,220.14,21573.72,2025-11-27,21573.72,1
1213,1036,2025-10-15,156.51,20502.81,2025-11-10,20502.81,1
1214,1037,2024-11-06,40.76,13206.24,2025-01-03,13206.24,1
1215,1038,2024-10-20,26.34,8112.72,2024-12-09,8112.72,1
1216,1039,2025-10-25,29.77,2054.13,2025-11-28,2054.13,1
1217,1039,2025-11-04,29.77,2054.13,2025-11-17,2054.13,2
1218,1040,2025-03-15,6.43,2115.47,2025-04-20,2115.47,1
1219,1041,2025-07-17,48.6,15406.2,2025-08-23,15406.2,1
1220,1041,2025-07-20,48.6,15406.2,2025-08-19,15406.2,1
1221,1042,2025-02-19,141.5,13301.0,2025-04-01,13301.0,1
1222,1043,2025-01-18,341.41,87400.96,2025-02-17,87400.96,1
1223,1044,2025-05-29,335.73,160814.67,2025-08-01,160814.67,1
1224,1045,2025-10-02,310.89,137413.38,2025-12-11,137413.38,1
1225,1046,2024-10-14,143.33,56902.01,2024-11-17,56902.01,1
1226,1047,2025-09-13,75.14,7138.3,2025-10-30,7138.3,1
1227,1047,2025-09-26,75.14,7138.3,2025-10-27,7138.3,2
1228,1048,2024-08-22,393.81,12208.11,2024-10-20,12208.11,1
1229,1049,2024-11-16,802.08,187686.72,2024-12-25,187686.72,1
1230,1050,2025-11-02,44.2,18254.6,2025-12-04,18254.6,1
1231,1051,2026-01-21,716.68,131152.44,2026-03-05,131152.44,1
1232,1052,2025-11-14,12.04,1252.16,2025-12-20,1252.16,1
1233,1053,2024-09-16,74.76,27287.4,2024-10-19,27287.4,1
1234,1054,2025-11-03,184.26,22848.24,2025-12-11,22848.24,1
1235,1055,2026-01-03,273.32,68876.64,2026-02-21,68876.64,1
1236,1056,2026-01-14,39.76,3339.84,2026-02-22,3339.84,1
1237,1057,2024-02-18,309.6,8668.8,2024-04-27,8668.8,1
1238,1058,2025-07-23,48.47,7658.26,2025-07-31,7658.26,1
1239,1058,2025-08-04,48.47,7658.26,2025-08-27,7658.26,2
1240,1059,2026-02-17,16.65,3579.75,2026-03-16,3579.75,1
1241,1060,2025-08-06,314.37,8173.62,2025-09-08,8173.62,1
1242,1061,2024-08-14,726.3,201185.1,2024-09-13,201185.1,1
1243,1062,2025-07-27,71.44,22146.4,2025-09-11,22146.4,1
1244,1063,2024-04-16,442.59,76125.48,2024-05-12,76125.48,1
1245,1064,2025-01-07,113.73,54590.4,2025-02-18,54590.4,1
1246,1065,2025-05-27,1285.38,299493.54,2025-07-18,299493.54,1
1247,1066,2025-01-08,149.73,45368.19,2025-03-16,45368.19,1
1248,1067,2025-07-01,140.93,62431.99,2025-08-14,62431.99,1
1249,1068,2024-07-29,23.41,7046.41,2024-08-22,7046.41,1
1250,1069,2025-05-09,17.16,180.18,2025-07-08,180.18,1
1251,1069,2025-05-25,17.16,180.18,2025-08-12,180.18,2
1252,1070,2025-05-12,6.48,93.96,2025-07-27,93.96,1
1253,1070,2025-05-23,6.48,93.96,2025-07-19,93.96,2
1254,1071,2025-05-28,102.34,3684.24,2025-08-06,3684.24,1
1255,1072,2024-09-02,61.77,6671.16,2024-10-23,6671.16,1
1256,1073,2024-09-18,25.25,7423.5,2024-10-26,7423.5,1
1257,1074,2024-08-22,82.22,2302.16,2024-09-22,2302.16,1
1258,1074,2024-09-05,82.22,2302.16,2024-09-22,2302.16,2
1259,1075,2024-12-20,109.74,21179.82,2025-01-12,21179.82,1
1260,1076,2025-04-09,59.39,3177.36,2025-05-08,3177.36,1
1261,1076,2025-04-30,59.39,3177.36,2025-05-16,3177.36,2
1262,1077,2024-11-06,1182.09,562674.84,2024-12-13,562674.84,1
1263,1078,2024-12-11,40.47,7891.65,2025-02-09,7891.65,1
1264,1079,2024-09-23,272.66,93522.38,2024-11-04,93522.38,1
1265,1080,2024-07-07,9.87,1727.25,2024-08-06,1727.25,1
1266,1081,2025-06-11,51.3,15184.8,2025-06-16,15184.8,1
1267,1082,2025-10-07,18.28,8555.04,2025-10-09,8555.04,1
1268,1083,2024-09-18,158.1,58497.0,2024-10-27,58497.0,1
1269,1084,2025-11-18,29.0,7308.0,2026-01-07,7308.0,1
1270,1085,2025-03-28,118.95,54479.1,2025-05-23,54479.1,1
1271,1086,2024-06-19,496.42,222396.16,2024-07-10,222396.16,1
